model_name,display_name,model_family,model_type,task,precision,compiled,compile_mode,gpu_name,gpu_mem_gb,batch_size,throughput_mean,pixels_per_sec,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,params_M,macs_G,peak_memory_mb,tf32_enabled,input_channels,input_size,pytorch_version,cuda_version,timestamp
convnext_small,ConvNeXt-S,ConvNeXt,cnn,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,878.46,44077651,582.838,582.917,585.755,587.141,69.10,61.54,7405.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:00:05
convnext_small,ConvNeXt-S,ConvNeXt,cnn,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,638.06,32015405,802.430,803.066,805.384,806.012,69.10,61.54,18035.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:01:28
convnext_small,ConvNeXt-S,ConvNeXt,cnn,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,862.52,43277558,593.613,593.650,596.309,597.174,69.10,61.54,7687.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:02:39
convnext_base,ConvNeXt-B,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,339.28,17023744,3018.151,3019.471,3021.273,3021.303,87.58,30.71,19064.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:06:25
convnext_base,ConvNeXt-B,ConvNeXt,cnn,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,1024,347.27,17424583,2948.720,2949.001,2952.811,2953.173,87.58,30.71,10843.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:08:34
convnext_base,ConvNeXt-B,ConvNeXt,cnn,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,2048,1303.74,65416236,1570.871,1570.738,1574.107,1575.042,87.58,30.71,18889.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:10:31
convnext_base,ConvNeXt-B,ConvNeXt,cnn,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,2048,1526.75,76606102,1341.413,1341.332,1347.146,1347.705,87.58,30.71,10668.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:12:06
convnext_base,ConvNeXt-B,ConvNeXt,cnn,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,2048,1062.92,53332962,1926.772,1926.171,1931.962,1933.528,87.58,30.71,24614.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:13:52
convnext_base,ConvNeXt-B,ConvNeXt,cnn,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,2048,1466.73,73594669,1396.303,1396.660,1401.105,1401.701,87.58,30.71,16392.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:15:24
convnext_base,ConvNeXt-B,ConvNeXt,cnn,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,184.54,9259601,2774.430,2772.614,2781.577,2781.717,108.52,75.24,23054.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:18:39
convnext_base,ConvNeXt-B,ConvNeXt,cnn,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,192.55,9661180,2659.107,2660.645,2665.997,2666.365,108.52,75.24,14938.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:20:34
convnext_base,ConvNeXt-B,ConvNeXt,cnn,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,615.34,30875103,832.066,832.071,836.647,837.309,108.52,75.24,11536.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:22:01
convnext_base,ConvNeXt-B,ConvNeXt,cnn,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,740.15,37138011,691.747,691.223,696.274,696.752,108.52,75.24,7478.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:23:17
convnext_base,ConvNeXt-B,ConvNeXt,cnn,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,544.62,27326926,940.103,939.942,944.380,945.432,108.52,75.24,18657.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:24:43
convnext_base,ConvNeXt-B,ConvNeXt,cnn,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,725.45,36400177,705.769,705.240,709.597,710.971,108.52,75.24,7847.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:26:01
convnext_large,ConvNeXt-L,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,157.57,7906348,3249.302,3248.415,3255.324,3256.271,196.25,68.72,14667.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:30:05
convnext_large,ConvNeXt-L,ConvNeXt,cnn,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,165.73,8315538,3089.411,3089.410,3094.095,3094.397,196.25,68.72,12950.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:31:57
convnext_large,ConvNeXt-L,ConvNeXt,cnn,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,1024,697.91,35018204,1467.243,1468.028,1470.489,1472.326,196.25,68.72,14280.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:34:00
convnext_large,ConvNeXt-L,ConvNeXt,cnn,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,1024,781.97,39236018,1309.517,1309.459,1312.609,1313.809,196.25,68.72,8115.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:35:28
convnext_large,ConvNeXt-L,ConvNeXt,cnn,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,1024,587.89,29497780,1741.834,1738.492,1752.513,1752.603,196.25,68.72,18676.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:37:16
convnext_large,ConvNeXt-L,ConvNeXt,cnn,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,1024,758.91,38078839,1349.312,1349.139,1351.653,1354.182,196.25,68.72,12509.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:38:46
convnext_large,ConvNeXt-L,ConvNeXt,cnn,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,OOM,,,,,,,,,,,,,,
convnext_large,ConvNeXt-L,ConvNeXt,cnn,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,118.81,5961656,4309.224,4310.021,4317.083,4318.528,220.30,114.13,18088.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:43:37
convnext_large,ConvNeXt-L,ConvNeXt,cnn,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,434.75,21814032,1177.687,1178.232,1180.879,1181.282,220.30,114.13,12158.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:45:17
convnext_large,ConvNeXt-L,ConvNeXt,cnn,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,502.96,25236657,1017.968,1016.781,1020.550,1050.209,220.30,114.13,7715.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:46:41
convnext_large,ConvNeXt-L,ConvNeXt,cnn,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,383.94,19264747,1333.530,1333.610,1339.803,1342.817,220.30,114.13,20140.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:48:29
convnext_large,ConvNeXt-L,ConvNeXt,cnn,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,492.81,24726991,1038.950,1038.171,1044.443,1045.960,220.30,114.13,8292.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:49:54
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,15803.88,792975325,518.354,518.317,519.132,519.171,1.53,0.11,27967.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:52:03
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,8192,21741.32,1090892477,376.794,376.756,378.531,379.165,1.53,0.11,16458.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:53:24
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,8192,26541.34,1331738172,308.651,308.623,309.200,309.324,1.53,0.11,13988.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:54:28
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,8192,37851.37,1899230203,216.425,216.400,216.756,216.904,1.53,0.11,9055.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:55:33
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,8192,23818.11,1195097248,343.940,343.929,344.156,344.315,1.53,0.11,16458.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:56:31
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,8192,37802.67,1896786668,216.704,216.622,217.246,217.653,1.53,0.11,11525.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:57:32
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,294.19,14761519,1740.343,1739.505,1745.518,1746.745,32.68,54.90,21817.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T10:59:55
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,312.22,15666168,1639.847,1640.328,1644.580,1645.214,32.68,54.90,19257.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:01:42
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,917.40,46031441,558.099,557.917,561.416,562.851,32.68,54.90,10918.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:02:55
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,1113.05,55848483,459.997,459.839,463.635,464.487,32.68,54.90,7999.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:04:18
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,886.93,44502779,577.270,576.888,581.009,581.850,32.68,54.90,16946.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:05:26
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,1111.83,55787058,460.503,460.224,464.194,464.891,32.68,54.90,8215.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:06:42
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,5344.58,268169797,383.192,383.126,383.615,383.959,4.21,0.43,17701.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:08:40
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,2048,7569.41,379802575,270.563,270.521,271.242,271.439,4.21,0.43,9480.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:09:54
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,4096,8594.84,431254893,476.565,476.651,478.206,478.372,4.21,0.43,17693.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:11:07
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,2048,15486.79,777065292,132.242,132.230,132.551,132.753,4.21,0.43,4745.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:12:40
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,4096,8901.96,446664958,460.123,460.038,460.772,460.875,4.21,0.43,18934.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:13:42
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,2048,15412.01,773313139,132.883,132.862,133.229,133.551,4.21,0.43,5370.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:15:10
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,282.88,14193998,1809.928,1809.553,1815.367,1816.510,36.63,55.37,21949.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:17:39
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,303.91,15249045,1684.703,1684.549,1687.503,1687.662,36.63,55.37,19274.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:19:29
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,862.11,43257244,593.892,593.702,597.708,598.264,36.63,55.37,10982.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:20:42
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,1065.83,53479236,480.375,480.341,483.273,484.871,36.63,55.37,8031.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:22:07
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,831.17,41704849,615.998,616.135,618.695,619.806,36.63,55.37,17044.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:23:19
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,1063.82,53378088,481.286,481.195,484.228,486.057,36.63,55.37,8257.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:24:43
regnety_004,RegNetY-400MF,RegNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,4499.30,225756938,910.364,910.248,913.536,914.537,3.91,0.80,28798.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:27:09
regnety_004,RegNetY-400MF,RegNet,cnn,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,4096,4404.96,221023355,929.861,929.769,932.180,934.114,3.91,0.80,21401.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:28:47
regnety_004,RegNetY-400MF,RegNet,cnn,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,8192,6977.62,350109062,1174.039,1173.876,1175.772,1175.996,3.91,0.80,28790.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:30:18
regnety_004,RegNetY-400MF,RegNet,cnn,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,8192,13667.64,685787559,599.372,599.279,600.282,600.541,3.91,0.80,21392.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:31:49
regnety_004,RegNetY-400MF,RegNet,cnn,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,8192,7462.29,374427764,1097.787,1097.731,1098.776,1099.209,3.91,0.80,31264.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:33:10
regnety_004,RegNetY-400MF,RegNet,cnn,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,8192,13611.22,682956671,601.856,601.942,602.434,602.646,3.91,0.80,23873.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:34:42
regnety_004,RegNetY-400MF,RegNet,cnn,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,274.89,13793131,1862.529,1862.979,1865.946,1866.399,34.32,55.95,22554.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:37:19
regnety_004,RegNetY-400MF,RegNet,cnn,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,292.10,14656538,1752.809,1752.163,1758.388,1758.838,34.32,55.95,20804.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:39:09
regnety_004,RegNetY-400MF,RegNet,cnn,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,840.00,42147961,609.522,609.802,613.582,614.671,34.32,55.95,11286.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:40:20
regnety_004,RegNetY-400MF,RegNet,cnn,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,1054.38,52904420,485.595,485.543,489.476,490.312,34.32,55.95,8304.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:41:37
regnety_004,RegNetY-400MF,RegNet,cnn,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,815.60,40923772,627.755,627.878,631.750,632.216,34.32,55.95,17317.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:42:50
regnety_004,RegNetY-400MF,RegNet,cnn,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,1050.96,52733175,487.172,486.977,491.544,492.193,34.32,55.95,8524.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:44:12
regnety_040,RegNetY-4GF,RegNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,274.10,13753456,3735.805,3730.508,3745.356,3746.237,19.57,7.94,18792.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:47:54
regnety_040,RegNetY-4GF,RegNet,cnn,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,1024,288.52,14476679,3549.172,3544.817,3558.535,3559.386,19.57,7.94,18792.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:50:11
regnety_040,RegNetY-4GF,RegNet,cnn,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,2048,617.76,30996618,3315.215,3317.051,3328.408,3328.607,19.57,7.94,15898.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:52:44
regnety_040,RegNetY-4GF,RegNet,cnn,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,2048,673.21,33778847,3042.154,3046.868,3051.132,3051.374,19.57,7.94,15898.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:54:49
regnety_040,RegNetY-4GF,RegNet,cnn,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,4096,625.66,31392873,6546.737,6537.493,6574.386,6581.529,19.57,7.94,32151.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T11:58:39
regnety_040,RegNetY-4GF,RegNet,cnn,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,4096,674.45,33841029,6073.128,6074.157,6099.345,6102.923,19.57,7.94,27653.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:02:05
regnety_040,RegNetY-4GF,RegNet,cnn,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,136.46,6846942,3752.056,3753.183,3760.016,3761.033,52.45,63.78,23348.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:05:38
regnety_040,RegNetY-4GF,RegNet,cnn,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,243.52,12218750,2102.516,2104.408,2110.244,2112.699,52.45,63.78,20570.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:07:26
regnety_040,RegNetY-4GF,RegNet,cnn,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,373.71,18751105,1370.059,1369.989,1374.465,1374.613,52.45,63.78,11685.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:08:59
regnety_040,RegNetY-4GF,RegNet,cnn,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,867.90,43547584,589.932,589.962,593.337,594.074,52.45,63.78,8604.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:10:20
regnety_040,RegNetY-4GF,RegNet,cnn,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,368.43,18486107,1389.698,1389.867,1393.569,1394.468,52.45,63.78,17818.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:11:54
regnety_040,RegNetY-4GF,RegNet,cnn,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,865.49,43427004,591.570,591.408,594.904,595.708,52.45,63.78,8860.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:13:15
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,3186.23,159872229,2571.064,2571.025,2575.858,2577.403,5.53,2.15,19837.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:16:50
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,8192,3505.26,175880034,2337.058,2337.104,2342.556,2345.906,5.53,2.15,13640.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:18:35
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,16384,9710.12,487215025,1687.312,1686.618,1693.961,1694.106,5.53,2.15,19826.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:20:21
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,16384,11634.30,583762872,1408.249,1407.992,1410.513,1411.588,5.53,2.15,13629.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:21:43
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,8192,8829.68,443037951,927.780,927.743,930.157,931.220,5.53,2.15,14890.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:22:55
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,8192,11129.96,558457114,736.031,736.100,738.006,739.244,5.53,2.15,9922.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:24:00
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,321.36,16124645,1593.220,1592.201,1598.285,1599.490,34.88,47.63,21835.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:26:42
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,343.92,17256418,1488.728,1490.790,1494.163,1495.478,34.88,47.63,14642.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:28:08
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,1027.18,51539652,498.453,498.625,504.657,505.309,34.88,47.63,10924.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:29:22
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,1248.33,62636111,410.149,410.227,413.865,414.200,34.88,47.63,7327.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:30:28
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,978.17,49080653,523.426,522.321,529.858,531.290,34.88,47.63,17285.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:31:42
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,1241.43,62289977,412.428,412.718,416.024,417.293,34.88,47.63,7551.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:32:48
vit_small_patch16_224,ViT-S/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1179.05,59160235,3473.970,3474.652,3477.805,3477.979,21.67,8.48,17436.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:36:43
vit_small_patch16_224,ViT-S/16,ViT,vit,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,4096,1218.38,61133447,3361.840,3362.322,3363.697,3363.963,21.67,8.48,11239.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:38:51
vit_small_patch16_224,ViT-S/16,ViT,vit,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,8192,4265.20,214010847,1920.659,1920.001,1924.117,1924.347,21.67,8.48,17394.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:40:44
vit_small_patch16_224,ViT-S/16,ViT,vit,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,8192,4694.25,235538579,1745.115,1744.802,1747.948,1749.358,21.67,8.48,11196.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:42:14
vit_small_patch16_224,ViT-S/16,ViT,vit,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,8192,3930.39,197211117,2084.273,2085.489,2093.427,2095.560,21.67,8.48,24903.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:44:11
vit_small_patch16_224,ViT-S/16,ViT,vit,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,8192,4528.54,227223841,1808.973,1808.700,1812.950,1814.180,21.67,8.48,14946.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:45:53
vit_small_patch16_224,ViT-S/16,ViT,vit,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,270.61,13578140,1892.020,1891.635,1899.624,1900.466,52.64,54.52,22526.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:49:47
vit_small_patch16_224,ViT-S/16,ViT,vit,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,287.11,14406209,1783.267,1782.722,1790.693,1790.737,52.64,54.52,14714.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:51:36
vit_small_patch16_224,ViT-S/16,ViT,vit,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,902.12,45264576,567.554,567.939,571.177,572.516,52.64,54.52,11273.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:53:14
vit_small_patch16_224,ViT-S/16,ViT,vit,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,1070.24,53700380,478.397,478.639,480.816,481.155,52.64,54.52,7367.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:54:34
vit_small_patch16_224,ViT-S/16,ViT,vit,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,850.09,42654033,602.290,602.348,605.404,605.797,52.64,54.52,18049.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:55:55
vit_small_patch16_224,ViT-S/16,ViT,vit,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,1063.40,53356913,481.477,481.460,483.800,484.781,52.64,54.52,7622.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T12:57:16
vit_base_patch16_224,ViT-B/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,327.27,16420852,6257.924,6257.838,6271.064,6272.929,85.81,33.70,16459.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T13:03:29
vit_base_patch16_224,ViT-B/16,ViT,vit,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,2048,352.43,17683589,5811.063,5812.535,5815.283,5815.422,85.81,33.70,10262.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T13:06:41
vit_base_patch16_224,ViT-B/16,ViT,vit,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,4096,1513.44,75938143,2706.425,2705.795,2711.124,2712.439,85.81,33.70,16297.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T13:09:11
