model_name,display_name,model_family,model_type,task,precision,compiled,compile_mode,gpu_name,gpu_mem_gb,batch_size,throughput_mean,pixels_per_sec,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,params_M,macs_G,peak_memory_mb,tf32_enabled,input_channels,input_size,pytorch_version,cuda_version,timestamp
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,1383.16,28681146,1480.671,1480.017,1485.524,1485.956,27.52,5.26,16917.6,False,3,144,2.7.1+cu126,12.6,2026-04-20T23:00:57
swin_small_patch4_window7_224,Swin-S,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,777.12,16114320,2635.378,2635.903,2640.455,2641.452,48.84,10.50,17003.3,False,3,144,2.7.1+cu126,12.6,2026-04-20T23:03:46
swin_base_patch4_window7_224,Swin-B,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,502.63,10422526,4074.572,4075.593,4080.967,4081.388,86.75,18.50,22578.2,False,3,144,2.7.1+cu126,12.6,2026-04-20T23:07:25
swin_large_patch4_window7_224,Swin-L,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,254.68,5281128,4020.668,4023.487,4027.216,4027.234,195.00,41.23,17335.9,False,3,144,2.7.1+cu126,12.6,2026-04-20T23:11:21
beit_base_patch16_224,BEiT-B/16,BEiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,797.88,16544771,10267.250,10268.857,10272.304,10272.611,85.71,14.27,25091.0,False,3,144,2.7.1+cu126,12.6,2026-04-20T23:17:20
beit_large_patch16_224,BEiT-L/16,BEiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,249.18,5167052,16437.741,16437.724,16443.722,16444.255,303.25,50.31,17376.3,False,3,144,2.7.1+cu126,12.6,2026-04-20T23:27:13
resnet18,ResNet-18,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,4437.53,222657670,923.035,923.163,927.674,928.839,11.18,3.63,28826.4,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:28:33
resnet50,ResNet-50,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,1254.76,62958812,1632.185,1632.509,1635.867,1637.492,23.53,8.17,22711.7,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:30:03
resnet101,ResNet-101,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,760.75,38171280,2692.088,2691.766,2695.594,2696.427,42.52,15.60,22787.6,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:32:07
resnet152,ResNet-152,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,534.55,26821331,3831.296,3831.883,3834.737,3835.045,58.16,23.02,22850.2,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:34:44
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,3131.82,157142121,326.967,326.908,327.506,327.620,4.02,0.77,12972.7,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:35:34
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,1088.97,54640402,940.334,940.029,942.484,943.501,17.57,3.00,19193.0,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:36:45
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,414.94,20820151,1233.906,1234.093,1235.623,1235.905,63.81,10.33,12909.5,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:38:15
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,909.70,45645014,1125.648,1125.389,1129.767,1130.112,27.83,8.91,14300.8,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:39:41
convnext_small,ConvNeXt-S,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,529.27,26556488,1934.752,1934.564,1939.432,1940.072,49.46,17.37,14387.4,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:41:44
convnext_base,ConvNeXt-B,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,338.14,16966644,3028.308,3028.498,3030.723,3030.856,87.58,30.71,19061.3,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:44:17
convnext_large,ConvNeXt-L,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,164.37,8247494,3114.899,3114.220,3119.416,3119.920,196.25,68.72,14666.2,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:47:25
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,15905.89,798093867,515.029,515.012,515.627,515.732,1.53,0.11,27965.9,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:48:23
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,5303.88,266127562,386.132,386.109,386.535,386.711,4.21,0.43,17700.4,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:49:17
regnety_004,RegNetY-400MF,RegNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,4584.81,230047233,893.386,892.996,895.480,896.661,3.91,0.80,28797.4,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:50:27
regnety_040,RegNetY-4GF,RegNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,310.45,15577084,3298.450,3298.204,3315.920,3317.339,19.57,7.94,18791.2,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:52:48
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,3162.88,158700766,2590.043,2588.657,2601.102,2602.134,5.53,2.15,19836.5,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:55:00
vit_small_patch16_224,ViT-S/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1189.19,59668805,3444.361,3444.185,3449.854,3451.840,21.67,8.48,17435.3,False,3,224,2.7.1+cu126,12.6,2026-04-20T23:57:36
vit_base_patch16_224,ViT-B/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,327.79,16447170,6247.911,6248.221,6250.735,6251.025,85.81,33.70,16458.6,False,3,224,2.7.1+cu126,12.6,2026-04-21T00:01:36
vit_large_patch16_224,ViT-L/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,101.26,5080781,20225.324,20225.315,20248.683,20250.761,303.31,119.29,22286.6,False,3,224,2.7.1+cu126,12.6,2026-04-21T00:12:50
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1164.36,58422848,3517.817,3516.444,3522.671,3523.183,21.68,8.48,17435.3,False,3,224,2.7.1+cu126,12.6,2026-04-21T00:15:25
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,323.91,16252290,6322.829,6321.486,6329.701,6330.676,85.82,33.70,16458.7,False,3,224,2.7.1+cu126,12.6,2026-04-21T00:19:21
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,795.78,39929007,1286.789,1286.386,1291.899,1293.768,27.53,8.98,16191.0,False,3,224,2.7.1+cu126,12.6,2026-04-21T00:20:55
swin_small_patch4_window7_224,Swin-S,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,471.01,23633271,2174.063,2173.870,2177.881,2179.312,48.84,17.48,16276.7,False,3,224,2.7.1+cu126,12.6,2026-04-21T00:23:08
swin_base_patch4_window7_224,Swin-B,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,306.88,15397928,3336.827,3336.579,3343.747,3345.664,86.75,30.86,21581.4,False,3,224,2.7.1+cu126,12.6,2026-04-21T00:26:01
swin_large_patch4_window7_224,Swin-L,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,153.91,7722455,3326.677,3325.991,3335.411,3336.758,195.01,68.95,16554.9,False,3,224,2.7.1+cu126,12.6,2026-04-21T00:29:12
beit_base_patch16_224,BEiT-B/16,BEiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,321.90,16151582,6362.253,6365.035,6365.964,6365.977,85.77,35.13,15222.8,False,3,224,2.7.1+cu126,12.6,2026-04-21T00:33:20
beit_large_patch16_224,BEiT-L/16,BEiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,99.65,5000261,20551.018,20551.002,20558.179,20558.817,303.42,123.11,20642.0,False,3,224,2.7.1+cu126,12.6,2026-04-21T00:44:51
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,256,727.33,36494495,351.972,351.689,355.236,356.291,24.28,9.09,16190.4,False,3,224,2.7.1+cu126,12.6,2026-04-21T00:45:47
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,256,260.82,13086701,981.535,981.599,984.649,989.123,73.67,32.85,22251.3,False,3,224,2.7.1+cu126,12.6,2026-04-21T00:47:13
resnet18,ResNet-18,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,32768,27127.09,111112571,1207.944,1208.009,1215.152,1217.092,11.20,0.34,23678.4,False,10,64,2.7.1+cu126,12.6,2026-04-21T00:48:32
resnet50,ResNet-50,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,9506.13,38937127,1723.519,1722.985,1726.815,1728.384,23.55,0.71,16748.1,False,10,64,2.7.1+cu126,12.6,2026-04-21T00:50:05
resnet101,ResNet-101,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,5506.82,22555921,2975.222,2973.793,2981.393,2982.069,42.54,1.32,16824.0,False,10,64,2.7.1+cu126,12.6,2026-04-21T00:52:17
resnet152,ResNet-152,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,3845.33,15750486,4260.749,4261.190,4268.452,4269.142,58.19,1.92,16886.5,False,10,64,2.7.1+cu126,12.6,2026-04-21T00:55:09
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,18865.49,77273051,868.464,868.441,869.070,869.255,4.02,0.07,18816.0,False,10,64,2.7.1+cu126,12.6,2026-04-21T00:56:16
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,6354.81,26029318,1289.101,1288.978,1290.050,1290.324,17.57,0.26,13501.6,False,10,64,2.7.1+cu126,12.6,2026-04-21T00:57:37
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,2470.60,10119560,3315.799,3315.666,3317.069,3317.174,63.82,0.87,17718.6,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:00:06
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,11129.09,45584733,1472.179,1472.315,1476.874,1478.091,27.84,0.73,20521.6,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:01:45
convnext_small,ConvNeXt-S,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,6501.08,26628442,2520.195,2519.618,2524.579,2524.762,49.47,1.42,20608.2,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:04:08
convnext_base,ConvNeXt-B,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,4163.69,17054456,3934.975,3935.519,3941.860,3942.422,87.59,2.51,26666.2,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:07:17
convnext_large,ConvNeXt-L,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,2016.45,8259374,4062.588,4064.220,4067.640,4068.001,196.27,5.62,19852.8,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:10:56
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,65536,153794.61,629942711,426.127,426.066,427.101,427.634,1.53,0.01,25787.2,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:11:52
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,31976.13,130974208,512.382,512.380,512.492,512.624,4.22,0.04,13448.0,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:12:49
regnety_004,RegNetY-400MF,RegNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,32768,22029.57,90233135,1487.455,1487.047,1490.568,1491.583,3.91,0.07,22574.3,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:14:12
regnety_040,RegNetY-4GF,RegNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,4391.53,17987711,3730.817,3730.949,3731.463,3731.534,19.57,0.66,26396.1,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:16:42
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,32768,38906.53,159361166,842.224,841.797,844.843,845.813,5.84,0.20,10535.7,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:18:03
vit_small_patch16_224,ViT-S/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,32768,14139.61,57915858,2317.461,2318.013,2321.150,2321.532,22.29,0.75,15735.8,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:20:04
vit_base_patch16_224,ViT-B/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,32768,3813.35,15619483,8592.969,8594.105,8597.773,8597.779,87.04,2.95,26262.8,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:25:07
vit_large_patch16_224,ViT-L/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,1182.99,4845547,13849.594,13850.823,13856.304,13856.791,304.96,10.35,17603.6,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:33:40
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,32768,13840.54,56690850,2367.538,2367.801,2371.078,2372.458,22.30,0.75,15735.8,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:35:43
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,32768,3768.46,15435598,8695.337,8696.338,8703.105,8703.909,87.06,2.95,26262.9,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:40:52
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,7674.78,31435899,1067.392,1067.489,1070.690,1072.728,27.52,0.85,17108.1,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:42:21
swin_small_patch4_window7_224,Swin-S,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,5065.80,20749505,1617.120,1617.123,1620.962,1621.514,48.82,1.54,17193.4,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:44:22
swin_base_patch4_window7_224,Swin-B,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,3384.81,13864168,2420.227,2421.044,2424.874,2424.981,86.72,2.72,22554.3,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:46:50
swin_large_patch4_window7_224,Swin-L,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1715.04,7024822,2388.276,2387.444,2394.112,2394.720,194.97,6.06,17108.4,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:49:41
beit_base_patch16_224,BEiT-B/16,BEiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,32768,3764.06,15417575,8705.502,8705.617,8709.208,8709.265,87.05,2.96,24551.6,False,10,64,2.7.1+cu126,12.6,2026-04-21T01:54:50
beit_large_patch16_224,BEiT-L/16,BEiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,1170.60,4794772,13996.257,13995.089,13998.977,13999.323,304.99,10.38,16463.0,False,10,64,2.7.1+cu126,12.6,2026-04-21T02:03:25
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,8818.83,36121930,464.461,464.241,466.791,468.545,24.23,0.73,21580.6,False,10,64,2.7.1+cu126,12.6,2026-04-21T02:04:23
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,3143.28,12874882,651.548,651.397,654.281,654.697,73.52,2.62,14868.6,False,10,64,2.7.1+cu126,12.6,2026-04-21T02:05:36
resnet18,ResNet-18,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,10060.87,144876498,814.244,814.130,818.044,818.771,11.21,1.31,20815.5,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:06:41
resnet50,ResNet-50,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,3447.47,49643542,1188.118,1188.039,1191.750,1192.553,23.56,2.72,15204.1,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:08:00
resnet101,ResNet-101,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,2103.45,30289748,1947.273,1948.047,1952.051,1952.438,42.55,5.15,15280.0,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:09:44
resnet152,ResNet-152,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1463.21,21070239,2799.323,2798.733,2805.638,2806.507,58.19,7.50,15342.6,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:11:55
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,8641.63,124439432,473.985,473.955,474.651,474.896,4.02,0.26,17012.0,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:12:50
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,3000.00,43199970,1365.334,1365.229,1366.894,1368.148,17.57,0.98,24144.5,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:14:14
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,1139.98,16415715,1796.522,1796.250,1799.477,1800.831,63.82,3.33,15841.4,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:16:00
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,3427.80,49360313,1194.936,1194.500,1203.690,1204.103,27.84,2.26,18522.6,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:17:32
convnext_small,ConvNeXt-S,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,2027.14,29190822,2020.580,2020.784,2025.562,2026.024,49.48,4.38,18609.1,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:19:45
convnext_base,ConvNeXt-B,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1308.14,18837227,3131.161,3132.549,3139.318,3140.788,87.60,7.73,23952.0,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:22:33
convnext_large,ConvNeXt-L,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,640.55,9223869,3197.270,3197.759,3202.234,3202.261,196.27,17.27,17780.6,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:25:48
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,38596.73,555792906,424.492,424.403,425.585,425.995,1.53,0.05,24552.1,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:26:42
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,14315.54,206143800,572.245,572.234,572.850,573.160,4.22,0.15,24562.6,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:27:39
regnety_004,RegNetY-400MF,RegNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,11954.18,172140185,685.283,685.233,686.533,686.665,3.91,0.27,20786.5,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:28:42
regnety_040,RegNetY-4GF,RegNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1256.48,18093289,3259.905,3263.655,3269.560,3271.747,19.57,2.48,23681.9,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:30:57
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,14128.14,203445251,1159.671,1159.529,1165.343,1166.601,5.94,0.59,18907.3,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:32:29
vit_small_patch16_224,ViT-S/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,5024.11,72347174,3261.076,3260.302,3268.811,3270.597,22.50,2.24,26523.3,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:34:58
vit_base_patch16_224,ViT-B/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,1341.04,19310995,6108.686,6113.767,6116.821,6117.166,87.46,8.72,21121.2,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:38:55
vit_large_patch16_224,ViT-L/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,414.06,5962426,19784.700,19784.685,19793.660,19794.458,305.52,30.51,27025.9,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:50:02
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,4906.36,70651608,3339.338,3339.244,3342.493,3342.699,22.51,2.24,26523.3,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:52:32
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,1319.14,18995554,6210.127,6212.501,6218.146,6218.977,87.48,8.72,21121.2,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:56:30
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1758.64,25324478,2329.067,2324.451,2342.987,2352.971,27.53,4.22,25565.6,False,12,120,2.7.1+cu126,12.6,2026-04-21T02:58:35
swin_small_patch4_window7_224,Swin-S,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,930.03,13392431,4404.159,4401.909,4414.000,4414.933,48.85,8.98,25651.1,False,12,120,2.7.1+cu126,12.6,2026-04-21T03:01:54
swin_base_patch4_window7_224,Swin-B,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,602.10,8670292,3401.408,3400.009,3411.944,3414.263,86.76,15.80,16856.8,False,12,120,2.7.1+cu126,12.6,2026-04-21T03:04:52
swin_large_patch4_window7_224,Swin-L,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,300.89,4332845,6806.428,6804.876,6813.241,6814.171,195.02,35.17,24823.0,False,12,120,2.7.1+cu126,12.6,2026-04-21T03:09:42
beit_base_patch16_224,BEiT-B/16,BEiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,1322.04,19037348,6196.493,6189.046,6217.506,6218.885,87.46,8.82,19863.1,False,12,120,2.7.1+cu126,12.6,2026-04-21T03:13:43
beit_large_patch16_224,BEiT-L/16,BEiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,409.20,5892520,20019.413,20019.400,20021.599,20021.794,305.56,30.75,25348.9,False,12,120,2.7.1+cu126,12.6,2026-04-21T03:24:57
resnet18,ResNet-18,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,11006.86,180336446,744.263,744.525,747.115,747.260,11.21,1.42,23676.1,False,12,128,2.7.1+cu126,12.6,2026-04-21T03:26:10
resnet50,ResNet-50,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,3449.66,56519198,1187.364,1187.064,1191.112,1193.813,23.56,2.90,17284.5,False,12,128,2.7.1+cu126,12.6,2026-04-21T03:27:32
resnet101,ResNet-101,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,2107.06,34522038,1943.943,1942.971,1949.263,1950.263,42.55,5.32,17360.4,False,12,128,2.7.1+cu126,12.6,2026-04-21T03:29:21
resnet152,ResNet-152,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1493.33,24466706,2742.865,2743.186,2749.306,2752.720,58.19,7.75,17422.9,False,12,128,2.7.1+cu126,12.6,2026-04-21T03:31:37
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,8283.95,135724234,494.450,494.405,495.194,496.038,4.02,0.27,19352.4,False,12,128,2.7.1+cu126,12.6,2026-04-21T03:32:34
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,2890.43,47356841,708.545,708.378,709.288,709.568,17.57,1.02,13769.8,False,12,128,2.7.1+cu126,12.6,2026-04-21T03:33:38
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,1100.54,18031254,1860.904,1861.046,1863.703,1863.740,63.82,3.43,17986.8,False,12,128,2.7.1+cu126,12.6,2026-04-21T03:35:26
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,2774.05,45450084,1476.540,1475.755,1483.409,1488.362,27.84,2.94,21058.0,False,12,128,2.7.1+cu126,12.6,2026-04-21T03:37:02
convnext_small,ConvNeXt-S,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1616.64,26486976,2533.655,2532.049,2542.546,2544.201,49.48,5.70,21144.6,False,12,128,2.7.1+cu126,12.6,2026-04-21T03:39:19
convnext_base,ConvNeXt-B,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1028.65,16853477,3981.900,3983.850,3988.474,3989.242,87.60,10.06,27202.6,False,12,128,2.7.1+cu126,12.6,2026-04-21T03:42:25
convnext_large,ConvNeXt-L,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,501.66,8219151,4082.469,4082.101,4089.651,4090.377,196.27,22.50,20121.1,False,12,128,2.7.1+cu126,12.6,2026-04-21T03:45:55
